pond_id,area_m2,area_mu,bnd_n,h05,h50,h75,h95,hmean,v05_m3,v50_m3,v75_m3,v95_m3,vmean_m3,dem_min,dem_mean,dem_max,qa
17,1700.0,2.55,49,0.0,1.0,3.0,4.0,1.583,0.0,350.0,3025.0,5125.0,1035.025,0.0,1.806,5.0,OK
18,44300.0,66.45,289,0.0,2.0,4.0,6.0,2.787,0.0,19075.0,84125.0,171550.0,41209.375,0.0,2.424,7.0,OK
21,500.0,0.75,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
25,12100.0,18.15,137,-1.0,0.0,1.0,2.0,0.328,0.0,775.0,11525.0,24925.0,4301.0,-1.0,0.197,2.0,OK
26,1000.0,1.5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
27,1900.0,2.85,49,-1.0,0.0,0.0,0.0,-0.082,0.0,200.0,200.0,200.0,183.6,-1.0,-0.079,0.0,OK
28,700.0,1.05,29,0.0,1.0,2.0,2.6,1.185,0.0,250.0,900.0,1515.0,370.25,0.0,1.209,3.0,OK
29,700.0,1.05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
30,1600.0,2.4,33,-1.0,-1.0,0.0,1.0,-0.364,0.0,0.0,975.0,2825.0,620.1,-1.0,-0.395,1.0,OK
31,1000.0,1.5,33,0.0,1.0,3.0,4.0,1.625,0.0,275.0,2225.0,3475.0,806.25,0.0,1.579,5.0,OK
32,1600.0,2.4,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
33,2200.0,3.3,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,1.0,OK
34,1600.0,2.4,45,-2.0,-1.0,0.0,0.0,-0.956,0.0,1075.0,2575.0,2575.0,1141.0,-2.0,-1.184,0.0,OK
36,13100.0,19.65,153,-1.0,0.0,0.0,2.0,-0.007,25.0,3100.0,3100.0,31025.0,3078.475,-2.0,-0.058,3.0,OK
37,166600.0,249.9,1141,0.0,2.0,2.0,3.0,1.603,100.0,80025.0,80025.0,238375.0,51738.75,-1.0,1.71,5.0,OK
38,1300.0,1.95,37,1.0,1.0,1.0,2.2,1.171,0.0,0.0,0.0,1770.0,243.675,1.0,1.225,3.0,OK
41,600.0,0.9,21,0.0,0.0,0.0,1.0,0.143,0.0,0.0,0.0,800.0,114.4,0.0,0.086,1.0,OK
46,500.0,0.75,21,0.0,1.0,2.0,8.0,1.65,0.0,175.0,725.0,4700.0,532.5,0.0,1.968,9.0,OK
47,700.0,1.05,25,0.0,1.0,2.0,2.8,0.957,0.0,350.0,950.0,1730.0,334.95,0.0,1.122,3.0,OK
48,6800.0,10.2,97,1.0,1.0,1.0,2.0,1.227,0.0,0.0,0.0,6525.0,1481.175,1.0,1.187,2.0,OK
55,8000.0,12.0,121,0.0,5.0,7.0,8.0,4.424,0.0,16300.0,29625.0,37975.0,13794.4,0.0,4.021,9.0,OK
57,700.0,1.05,25,1.0,1.0,2.0,2.0,1.44,0.0,0.0,725.0,725.0,319.0,1.0,1.293,2.0,OK
58,900.0,1.35,29,2.0,3.0,3.0,3.0,2.893,0.0,75.0,75.0,75.0,66.975,2.0,2.961,4.0,OK
59,600.0,0.9,29,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,OK
62,49000.0,73.5,533,-1.0,0.0,2.0,4.0,0.606,3450.0,25250.0,107500.0,208400.0,48641.6,-7.0,0.313,9.0,OK
63,800.0,1.2,25,0.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1075.0,129.0,0.0,0.044,1.0,OK
66,2100.0,3.15,45,1.0,3.0,3.0,3.0,2.378,0.0,2300.0,2300.0,2300.0,1398.1,1.0,2.14,3.0,OK
68,16200.0,24.3,161,1.0,2.0,2.0,2.0,1.627,0.0,6775.0,6775.0,6775.0,4247.925,1.0,1.628,2.0,OK
74,46900.0,70.35,513,0.0,1.0,2.0,5.0,1.025,2300.0,27175.0,62325.0,198250.0,28053.75,-3.0,1.496,12.0,OK
76,600.0,0.9,25,0.0,0.0,0.0,1.8,0.087,0.0,0.0,0.0,1500.0,69.6,0.0,0.216,3.0,OK
83,800.0,1.2,25,-1.0,0.0,0.0,2.0,0.08,0.0,375.0,375.0,2325.0,447.0,-1.0,-0.067,2.0,OK
84,1600.0,2.4,49,1.0,1.0,1.0,3.0,1.367,0.0,0.0,0.0,3750.0,633.075,1.0,1.315,3.0,OK
87,5200.0,7.8,85,0.0,1.0,3.0,4.0,1.612,0.0,850.0,5850.0,11350.0,1997.5,0.0,2.191,4.0,OK
93,900.0,1.35,29,1.0,2.0,3.0,5.6,2.074,25.0,400.0,1075.0,3635.0,449.95,0.0,2.804,6.0,OK
97,2000.0,3.0,53,1.6,4.0,5.0,5.0,3.837,70.0,975.0,2800.0,2800.0,864.975,0.0,3.991,6.0,OK
105,21400.0,32.1,197,0.0,0.0,1.0,2.0,0.436,0.0,0.0,16275.0,37675.0,7095.9,0.0,0.423,3.0,OK
107,1200.0,1.8,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
113,1600.0,2.4,41,0.0,0.0,0.0,1.0,0.122,0.0,0.0,0.0,1950.0,237.9,0.0,0.082,1.0,OK
114,900.0,1.35,33,0.0,1.0,3.0,5.0,2.061,0.0,250.0,1700.0,3975.0,972.275,0.0,2.0,5.0,OK
117,37500.0,56.25,553,-1.0,0.0,3.0,6.0,1.267,1225.0,6800.0,95250.0,211825.0,40888.275,-3.0,1.254,9.0,OK
118,4600.0,6.9,81,-1.0,5.0,6.0,7.0,3.948,0.0,5900.0,9650.0,14750.0,4299.6,-1.0,4.391,8.0,OK
120,3100.0,4.65,73,0.0,0.0,0.0,1.0,0.082,0.0,0.0,0.0,3550.0,291.1,0.0,0.118,1.0,OK
125,6300.0,9.45,97,-1.2,0.0,1.0,5.2,0.414,140.0,3075.0,8625.0,37795.0,5372.7,-2.0,0.196,6.0,OK
126,1100.0,1.65,29,-1.0,0.0,0.0,0.0,-0.448,0.0,675.0,675.0,675.0,372.6,-1.0,-0.458,0.0,OK
127,700.0,1.05,25,0.0,1.0,2.0,2.0,0.92,0.0,225.0,1025.0,1025.0,207.0,0.0,1.0,2.0,OK
131,3800.0,5.7,77,-8.2,0.0,0.0,1.0,-1.014,80.0,8075.0,8075.0,12175.0,5500.85,-9.0,-1.55,1.0,OK
132,9500.0,14.25,121,-2.0,0.0,0.0,1.0,-0.23,1000.0,6375.0,6375.0,12650.0,5564.25,-6.0,0.184,4.0,OK
133,700.0,1.05,29,-1.0,0.0,0.0,0.0,-0.483,0.0,425.0,425.0,425.0,219.725,-1.0,-0.395,0.0,OK
136,1300.0,1.95,41,0.0,1.0,1.0,1.0,0.615,0.0,475.0,475.0,475.0,292.125,0.0,0.753,2.0,OK
142,1000.0,1.5,33,-2.0,-1.0,-1.0,1.0,-0.848,0.0,150.0,150.0,2750.0,340.0,-2.0,-0.93,1.0,OK
145,1300.0,1.95,49,0.0,0.0,0.0,1.6,0.152,0.0,0.0,0.0,2595.0,228.0,0.0,0.273,2.0,OK
146,5800.0,8.7,117,0.0,0.0,1.0,2.0,0.684,0.0,0.0,4300.0,10550.0,2941.2,0.0,0.56,3.0,OK
147,1100.0,1.65,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
148,900.0,1.35,29,0.0,3.0,4.0,5.0,2.897,0.0,700.0,1375.0,2525.0,656.225,0.0,3.02,5.0,OK
150,700.0,1.05,25,0.0,1.0,3.0,4.0,1.625,0.0,200.0,1350.0,2200.0,512.5,0.0,1.878,5.0,OK
152,700.0,1.05,25,0.0,1.0,2.0,3.0,1.087,25.0,400.0,1000.0,1725.0,452.2,-1.0,1.39,4.0,OK
155,1000.0,1.5,29,2.0,3.0,4.0,4.0,3.172,0.0,225.0,1275.0,1275.0,405.6,2.0,3.073,4.0,OK
156,2100.0,3.15,53,0.0,2.0,4.0,6.0,2.623,0.0,1275.0,5175.0,10225.0,2349.675,0.0,2.315,6.0,OK
161,1000.0,1.5,37,-3.0,-2.0,-2.0,-1.0,-2.324,0.0,700.0,700.0,2050.0,473.2,-3.0,-2.39,-1.0,OK
166,1300.0,1.95,45,0.2,2.0,4.0,6.0,2.738,15.0,650.0,3425.0,6825.0,1627.85,0.0,2.36,6.0,OK
172,1600.0,2.4,45,0.0,0.0,0.0,1.0,0.089,0.0,0.0,0.0,2100.0,186.9,0.0,0.034,1.0,OK
173,4500.0,6.75,69,0.0,1.0,4.0,6.6,2.092,0.0,525.0,8400.0,18765.0,2707.6,0.0,3.116,7.0,OK
178,10900.0,16.35,225,-1.0,0.0,0.0,0.0,-0.187,400.0,3400.0,3400.0,3400.0,2839.0,-3.0,-0.248,0.0,OK
183,24100.0,36.15,189,0.0,1.0,7.0,11.0,2.678,250.0,7525.0,114750.0,204450.0,32745.9,-2.0,3.388,16.0,OK
193,7000.0,10.5,109,1.0,2.0,2.0,3.0,1.734,0.0,3550.0,3550.0,10600.0,2605.7,1.0,1.734,3.0,OK
195,3100.0,4.65,53,-3.0,-2.0,-2.0,-2.0,-2.264,0.0,1575.0,1575.0,1575.0,1159.2,-3.0,-2.417,-2.0,OK
214,11400.0,17.1,193,-1.0,0.0,1.0,2.0,0.207,0.0,5450.0,15025.0,28450.0,7432.025,-1.0,-0.058,2.0,OK
260,29700.0,44.55,225,-3.0,0.0,0.0,1.0,-0.448,0.0,18825.0,18825.0,49650.0,13303.4,-3.0,-0.52,2.0,OK
336,5400.0,8.1,93,0.0,0.0,1.0,2.0,0.344,0.0,0.0,5600.0,11950.0,1926.4,0.0,0.183,2.0,OK
677,44800.0,67.2,345,-3.0,0.0,0.0,2.0,-0.352,0.0,30175.0,30175.0,121250.0,22721.4,-3.0,-0.46,4.0,OK
773,22300.0,33.45,241,0.0,2.0,5.0,11.0,3.394,0.0,5150.0,32000.0,140300.0,14848.25,0.0,5.47,12.0,OK
797,6300.0,9.45,97,0.0,2.0,2.0,4.0,1.511,600.0,8375.0,8375.0,20425.0,6235.625,-1.0,1.316,6.0,OK
805,4400.0,6.6,77,2.0,4.0,5.0,5.0,3.818,0.0,1825.0,5150.0,5150.0,1533.8,2.0,4.042,5.0,OK
807,14900.0,22.35,177,-1.0,0.0,1.0,2.0,0.194,0.0,3375.0,17000.0,33250.0,6018.25,-1.0,0.07,3.0,OK
851,3800.0,5.7,77,-3.0,-1.0,-1.0,0.0,-1.351,0.0,2250.0,2250.0,6450.0,1635.75,-3.0,-1.351,0.0,OK
1021,214200.0,321.3,1842,13.0,18.0,19.0,21.0,17.458,8525.0,288475.0,436825.0,836975.0,227540.65,11.0,17.501,26.0,OK
1051,500.0,0.75,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
1060,3800.0,5.7,89,0.0,1.0,2.0,3.0,1.303,50.0,1550.0,4200.0,8350.0,2352.95,-1.0,1.305,3.0,OK
1110,2000.0,3.0,65,-1.0,0.0,0.0,0.8,-0.18,0.0,825.0,825.0,3005.0,676.5,-1.0,-0.257,1.0,OK
1136,13700.0,20.55,158,-1.0,0.0,1.0,5.0,0.781,0.0,2625.0,13125.0,67525.0,10825.5,-1.0,0.762,7.0,OK
1163,3400.0,5.1,65,0.0,0.0,0.0,1.0,0.077,0.0,0.0,0.0,4100.0,315.7,0.0,0.03,1.0,OK
1229,12700.0,19.05,201,-3.0,-1.0,-1.0,0.0,-1.154,500.0,10075.0,10075.0,22650.0,8962.35,-4.0,-1.479,1.0,OK
1246,1600.0,2.4,37,0.0,0.0,1.0,1.0,0.378,0.0,0.0,1625.0,1625.0,614.25,0.0,0.217,1.0,OK
1279,2000.0,3.0,61,0.0,1.0,2.0,2.0,1.131,0.0,250.0,2550.0,2550.0,551.3,0.0,1.081,2.0,OK
1297,1800.0,2.7,53,3.0,4.0,5.0,6.0,4.096,0.0,775.0,2125.0,4400.0,904.6,3.0,4.232,7.0,OK
1300,1300.0,1.95,41,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,OK
1329,1800.0,2.7,45,1.0,1.0,2.0,2.0,1.333,0.0,0.0,1450.0,1450.0,482.85,1.0,1.389,2.0,OK
1354,1100.0,1.65,41,0.0,0.0,1.0,2.0,0.463,0.0,0.0,975.0,2500.0,451.425,0.0,0.462,2.0,OK
1360,5600.0,8.4,169,11.0,16.0,17.0,17.0,15.182,250.0,11450.0,15850.0,15850.0,8259.8,10.0,14.974,18.0,OK
1370,3400.0,5.1,61,1.0,1.0,2.0,3.0,1.557,0.0,0.0,2625.0,6600.0,1462.125,1.0,1.419,3.0,OK
1373,1700.0,2.55,41,19.0,20.0,21.0,21.0,20.098,0.0,150.0,1850.0,1850.0,316.6,19.0,20.169,21.0,OK
1387,8700.0,13.05,109,-2.0,1.0,2.0,5.6,1.265,275.0,4125.0,7875.0,39455.0,5118.75,-3.0,1.69,6.0,OK
1402,6000.0,9.0,113,0.0,1.0,3.0,5.0,1.773,0.0,2200.0,13050.0,26700.0,6084.325,0.0,1.414,6.0,OK
1403,3100.0,4.65,69,0.0,5.0,8.0,8.6,4.169,0.0,8600.0,15500.0,17825.0,6854.9,0.0,4.126,9.0,OK
1422,1400.0,2.1,41,2.0,4.0,5.0,6.0,4.171,0.0,650.0,1725.0,3275.0,833.825,2.0,4.299,6.0,OK
1424,900.0,1.35,37,0.0,0.0,1.0,1.0,0.405,0.0,0.0,875.0,875.0,354.375,0.0,0.364,1.0,OK
1430,18300.0,27.45,157,1.0,3.0,4.0,6.0,3.331,6800.0,24100.0,39025.0,75675.0,29040.175,-3.0,2.275,7.0,OK
1431,1000.0,1.5,37,2.0,3.0,4.0,4.0,2.973,0.0,325.0,1175.0,1175.0,316.225,2.0,3.203,4.0,OK
1436,4000.0,6.0,69,0.0,2.0,3.0,4.0,2.091,0.0,1675.0,5150.0,9400.0,1991.225,0.0,2.087,5.0,OK
1446,2100.0,3.15,65,2.0,3.0,4.0,5.0,3.328,0.0,525.0,2350.0,4925.0,1123.6,2.0,3.31,6.0,OK
1447,8000.0,12.0,133,0.0,0.0,1.0,2.0,0.538,0.0,0.0,7275.0,16125.0,3913.95,0.0,0.336,3.0,OK
1463,54800.0,82.2,409,0.0,2.0,3.0,6.0,2.115,3025.0,30425.0,65650.0,222250.0,34475.875,-4.0,2.32,10.0,OK
1492,20000.0,30.0,321,0.0,4.0,8.0,9.0,4.403,0.0,20150.0,80425.0,100250.0,25137.125,0.0,4.834,10.0,OK
1498,1400.0,2.1,41,0.0,2.0,3.0,3.0,1.683,0.0,1025.0,2175.0,2175.0,811.025,0.0,1.87,3.0,OK
1503,5200.0,7.8,129,0.0,0.0,1.0,1.6,0.377,0.0,0.0,4925.0,8900.0,1856.725,0.0,0.301,2.0,OK
1510,1200.0,1.8,49,0.0,1.0,1.0,1.0,0.604,0.0,800.0,800.0,800.0,483.2,0.0,0.575,2.0,OK
1534,600.0,0.9,25,20.0,21.0,21.0,22.0,20.76,0.0,400.0,400.0,1175.0,304.0,20.0,20.73,22.0,OK
1542,1200.0,1.8,41,5.0,9.0,9.0,9.0,7.85,0.0,1750.0,1750.0,1750.0,906.25,5.0,8.072,10.0,OK
1543,2200.0,3.3,65,5.0,5.0,5.0,6.0,5.141,0.0,0.0,0.0,2500.0,352.5,5.0,5.182,7.0,OK
1575,4100.0,6.15,61,1.0,2.0,5.0,6.0,2.914,0.0,800.0,8950.0,12550.0,2856.5,1.0,3.954,10.0,OK
1589,2100.0,3.15,53,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,OK
1590,23100.0,34.65,233,1.0,3.0,4.0,6.0,3.099,875.0,17450.0,35550.0,83125.0,19241.9,0.0,2.806,6.0,OK
1634,15900.0,23.85,149,0.0,2.0,4.0,6.0,2.422,0.0,12400.0,35400.0,66200.0,17073.65,0.0,2.281,8.0,OK
1644,3900.0,5.85,93,0.0,1.0,2.0,2.0,1.36,0.0,400.0,2650.0,2650.0,1210.0,0.0,1.498,3.0,OK
1662,3700.0,5.55,97,3.0,4.0,4.0,4.0,3.796,0.0,1275.0,1275.0,1275.0,1014.9,3.0,3.76,5.0,OK
1664,6000.0,9.0,81,0.0,4.0,5.0,6.0,3.595,0.0,4325.0,7425.0,13350.0,3535.25,0.0,4.107,7.0,OK
1665,700.0,1.05,29,0.0,1.0,1.0,2.0,0.966,0.0,325.0,325.0,1250.0,313.95,0.0,0.837,2.0,OK
1683,2300.0,3.45,49,4.0,9.0,10.0,11.0,8.143,0.0,4125.0,5700.0,8275.0,3032.325,4.0,8.171,11.0,OK
1690,500.0,0.75,25,1.0,2.0,5.0,5.8,2.609,0.0,275.0,1875.0,2495.0,533.825,1.0,2.788,6.0,OK
1694,16300.0,24.45,145,1.0,4.0,7.0,11.0,4.938,925.0,9850.0,32025.0,90850.0,15384.2,-2.0,5.988,11.0,OK
1700,4500.0,6.75,121,1.0,2.0,3.0,4.0,2.538,125.0,1500.0,5150.0,10350.0,3463.7,0.0,2.282,4.0,OK
1703,6500.0,9.75,137,0.0,1.0,1.0,2.0,1.0,0.0,1675.0,1675.0,8250.0,1675.0,0.0,0.997,2.0,OK
1704,1700.0,2.55,61,3.0,4.0,5.0,5.0,4.23,0.0,325.0,1975.0,1975.0,704.5,3.0,4.202,5.0,OK
1716,29300.0,43.95,361,1.0,2.0,2.0,3.0,2.006,0.0,5575.0,5575.0,34300.0,5747.35,1.0,1.987,4.0,OK
1734,500.0,0.75,25,2.0,5.0,6.0,6.0,4.583,25.0,800.0,1250.0,1250.0,654.05,1.0,4.485,6.0,OK
1761,5900.0,8.85,106,1.0,1.0,2.0,2.0,1.453,0.0,0.0,4650.0,4650.0,2106.45,1.0,1.354,2.0,OK
1765,900.0,1.35,37,0.0,0.0,0.0,1.0,0.081,0.0,0.0,0.0,1300.0,105.3,0.0,0.055,1.0,OK
1769,1800.0,2.7,45,1.0,2.0,2.0,3.0,1.822,0.0,700.0,700.0,2950.0,575.4,1.0,1.758,3.0,OK
1807,600.0,0.9,25,-3.0,0.0,0.0,1.0,-0.52,0.0,500.0,500.0,1325.0,357.0,-3.0,-0.432,1.0,OK
1808,2000.0,3.0,49,0.0,1.0,1.0,1.0,0.633,0.0,950.0,950.0,950.0,601.35,0.0,0.638,1.0,OK
1816,46200.0,69.3,417,1.0,3.0,5.0,8.0,3.562,1075.0,25075.0,86375.0,221125.0,40515.95,0.0,3.708,9.0,OK
1818,800.0,1.2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
1822,119700.0,179.55,429,0.0,1.0,2.0,7.0,1.042,0.0,45525.0,128800.0,726675.0,49022.55,0.0,1.201,9.0,OK
1849,33700.0,50.55,277,0.8,1.0,2.0,3.0,1.633,1240.0,1550.0,18850.0,50025.0,12500.9,0.0,1.695,4.0,OK
1872,7000.0,10.5,137,0.0,1.0,1.0,2.2,1.031,125.0,825.0,825.0,10255.0,1064.475,-1.0,1.054,4.0,OK
1876,20300.0,30.45,289,2.0,2.0,3.0,4.0,2.477,225.0,225.0,16325.0,39525.0,7904.7,1.0,2.348,4.0,OK
1973,19300.0,28.95,229,12.0,13.0,13.0,14.0,12.876,400.0,5050.0,5050.0,25050.0,4473.4,11.0,12.87,14.0,OK
1999,5400.0,8.1,81,10.0,11.0,13.0,14.0,11.728,0.0,300.0,9375.0,15550.0,3030.0,10.0,11.58,14.0,OK
2043,1700.0,2.55,57,10.0,12.0,12.0,13.0,11.554,25.0,1300.0,1300.0,3525.0,854.0,9.0,11.546,13.0,OK
2049,59600.0,89.4,377,0.0,1.0,1.0,4.0,1.139,0.0,22725.0,22725.0,199600.0,30290.075,0.0,0.901,5.0,OK
2060,700.0,1.05,29,0.0,0.0,0.0,1.0,0.172,0.0,0.0,0.0,925.0,159.1,0.0,0.14,1.0,OK
2061,500.0,0.75,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
2076,246100.0,369.15,1500,0.0,1.0,1.0,2.0,0.741,1600.0,102925.0,102925.0,343800.0,76681.825,-1.0,0.729,5.0,OK
2109,4900.0,7.35,77,0.0,1.0,2.0,3.0,1.052,0.0,1325.0,6125.0,11750.0,1574.6,0.0,1.0,3.0,OK
2139,800.0,1.2,37,2.0,6.0,7.0,8.0,5.27,0.0,1525.0,2350.0,3450.0,1087.0,2.0,5.294,8.0,OK
2142,5100.0,7.65,117,11.0,11.0,13.0,13.0,11.887,75.0,75.0,5950.0,5950.0,2536.425,10.0,12.129,14.0,OK
2148,500.0,0.75,25,2.2,5.0,5.0,6.0,4.783,10.0,600.0,600.0,1275.0,513.2,2.0,4.455,6.0,OK
2154,2400.0,3.6,53,1.0,3.0,3.0,4.0,2.679,0.0,1000.0,1000.0,3775.0,719.125,1.0,2.772,4.0,OK
2163,800.0,1.2,37,1.0,2.0,2.0,3.0,1.811,0.0,600.0,600.0,1725.0,486.6,1.0,1.647,3.0,OK
2195,337800.0,506.7,1199,-2.0,-1.0,0.0,0.0,-0.63,250.0,13925.0,197600.0,197600.0,81884.75,-3.0,-0.517,4.0,OK
2214,150100.0,225.15,685,18.0,20.0,20.0,22.0,20.029,1875.0,69825.0,69825.0,357450.0,73725.5,16.0,19.756,25.0,OK
2222,113900.0,170.85,806,18.0,19.0,20.0,21.0,19.456,9175.0,22600.0,93250.0,206800.0,54816.4,11.0,19.351,24.0,OK
2224,600.0,0.9,25,20.0,20.0,20.0,21.0,20.2,0.0,0.0,0.0,775.0,155.0,20.0,20.139,21.0,OK
2263,3500.0,5.25,57,-1.0,0.0,0.0,0.2,-0.222,0.0,450.0,450.0,1280.0,350.1,-1.0,-0.089,1.0,OK
2271,206500.0,309.75,2045,17.0,19.0,20.0,23.0,19.313,48025.0,129025.0,271850.0,899100.0,173729.225,9.0,19.135,25.0,OK
2295,7500.0,11.25,113,0.0,0.0,0.0,1.0,0.144,500.0,500.0,500.0,8675.0,1677.2,-1.0,0.028,1.0,OK
2309,7500.0,11.25,161,0.0,2.0,3.0,8.0,1.993,25.0,6800.0,13475.0,56300.0,6766.75,-1.0,2.126,9.0,OK
2320,1700.0,2.55,41,19.0,20.0,20.0,20.0,19.707,0.0,575.0,575.0,575.0,406.525,19.0,19.742,20.0,OK
2347,2000.0,3.0,65,2.0,4.0,4.0,5.0,3.603,50.0,2000.0,2000.0,4350.0,1543.45,1.0,3.46,5.0,OK
2386,3100.0,4.65,85,2.0,4.0,4.0,8.0,3.963,0.0,2000.0,2000.0,16750.0,1947.275,2.0,4.0,9.0,OK
2412,500.0,0.75,25,1.0,2.0,3.0,4.0,2.48,0.0,125.0,550.0,1250.0,329.0,1.0,2.485,4.0,OK
2421,8000.0,12.0,133,-1.0,0.0,0.0,0.0,-0.489,0.0,5925.0,5925.0,5925.0,3027.675,-1.0,-0.612,0.0,OK
2445,1000.0,1.5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,1.0,OK
2465,69000.0,103.5,549,18.0,20.0,20.0,21.0,19.636,1325.0,50225.0,50225.0,121575.0,35119.0,15.0,19.401,23.0,OK
2474,3300.0,4.95,57,1.0,2.0,3.0,6.0,2.719,0.0,250.0,2925.0,14050.0,2173.325,1.0,2.509,6.0,OK
2481,5000.0,7.5,101,0.0,0.0,1.0,1.0,0.351,0.0,0.0,4775.0,4775.0,1676.025,0.0,0.263,2.0,OK
2490,149200.0,223.8,1380,0.0,1.0,2.0,4.0,0.972,11125.0,80650.0,215625.0,525950.0,78703.3,-3.0,0.857,6.0,OK
2492,600.0,0.9,25,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.054,1.0,OK
2503,9300.0,13.95,105,1.0,2.0,3.0,4.0,2.373,450.0,3000.0,10050.0,20075.0,5629.65,0.0,2.118,5.0,OK
2504,800.0,1.2,25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.089,2.0,OK
2513,2300.0,3.45,77,2.0,4.0,4.0,4.0,3.425,25.0,1800.0,1800.0,1800.0,995.0,1.0,3.473,5.0,OK
2521,221400.0,332.1,2197,0.0,0.0,1.0,3.0,0.479,9100.0,9100.0,161225.0,607250.0,81967.875,-1.0,0.597,6.0,OK
2523,10100.0,15.15,109,0.0,0.0,0.0,1.0,0.064,0.0,0.0,0.0,9850.0,630.4,0.0,0.142,1.0,OK
2527,357200.0,535.8,2550,-1.0,0.0,0.0,1.0,-0.047,975.0,37500.0,37500.0,402350.0,35783.325,-2.0,-0.023,3.0,OK
2544,10500.0,15.75,117,20.0,21.0,22.0,22.0,21.051,0.0,2050.0,10025.0,10025.0,2456.725,20.0,21.192,24.0,OK
2555,900.0,1.35,37,6.0,7.0,7.0,7.0,6.639,25.0,575.0,575.0,575.0,376.45,5.0,6.582,7.0,OK
2558,102600.0,153.9,606,20.0,21.0,22.0,23.0,21.447,1350.0,24425.0,100225.0,204250.0,58307.6,19.0,21.172,26.0,OK
2572,61200.0,91.8,414,19.0,21.0,22.0,25.0,21.192,4250.0,44350.0,82825.0,245325.0,51737.2,12.0,21.328,26.0,OK
2583,161500.0,242.25,1440,16.0,19.0,20.0,22.0,18.969,41225.0,141625.0,261150.0,595700.0,139527.85,8.0,18.704,24.0,OK
2590,114800.0,172.2,777,0.0,2.0,3.0,6.0,1.872,3600.0,91300.0,182425.0,525175.0,83408.8,-1.0,1.845,9.0,OK
2607,300200.0,450.3,1497,-1.0,0.0,0.0,0.0,-0.436,9400.0,127900.0,127900.0,127900.0,76234.0,-2.0,-0.395,2.0,OK
2615,8300.0,12.45,161,2.0,3.0,4.0,4.0,3.13,0.0,2000.0,9975.0,9975.0,3036.75,2.0,3.034,4.0,OK
2619,24700.0,37.05,209,19.4,21.0,22.0,23.0,21.078,665.0,13125.0,33750.0,59825.0,14733.75,18.0,20.816,24.0,OK
2627,40300.0,60.45,553,2.0,3.0,3.0,4.0,3.015,0.0,8025.0,8025.0,44925.0,8578.5,2.0,3.067,5.0,OK
2640,1600.0,2.4,37,3.0,4.0,4.0,5.0,3.676,0.0,825.0,825.0,2850.0,557.7,3.0,3.627,5.0,OK
2643,4000.0,6.0,77,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,-1.0,-0.005,0.0,OK
2647,337800.0,506.7,1264,-1.0,0.0,0.0,0.0,-0.392,14700.0,155925.0,155925.0,155925.0,100564.8,-3.0,-0.429,4.0,OK
2669,1200.0,1.8,33,1.0,2.0,3.0,3.0,2.273,0.0,75.0,1325.0,1325.0,416.25,1.0,2.185,3.0,OK
2677,46900.0,70.35,303,-1.0,0.0,0.0,0.0,-0.224,0.0,11025.0,11025.0,11025.0,8555.4,-1.0,-0.218,0.0,OK
2686,8700.0,13.05,193,3.0,3.0,4.0,5.0,3.432,350.0,350.0,7425.0,17925.0,3406.4,2.0,3.391,6.0,OK
2691,116400.0,174.6,718,-1.0,0.0,0.0,0.0,-0.264,6325.0,48975.0,48975.0,48975.0,37715.4,-3.0,-0.373,3.0,OK
2700,42100.0,63.15,423,2.0,3.0,3.0,4.0,3.126,0.0,1425.0,1425.0,36900.0,5894.85,2.0,3.225,5.0,OK
2703,1000.0,1.5,0,,,,,,,,,,,,,,NO_DEM_ON_BOUNDARY
