pond_id,area_m2,area_mu,bnd_n,h05,h50,h75,h95,hmean,v05_m3,v50_m3,v75_m3,v95_m3,vmean_m3,dem_min,dem_mean,dem_max,qa
15722,700.0,1.05,25,48.0,48.0,48.0,48.0,48.0,25.0,25.0,25.0,25.0,25.0,47.0,47.976,48.0,OK
15750,1900.0,2.85,49,23.0,24.0,25.0,27.0,24.438,0.0,250.0,1950.0,6250.0,994.6,23.0,24.535,28.0,OK
15773,1800.0,2.7,41,47.0,48.0,48.0,49.0,47.878,0.0,700.0,700.0,2850.0,614.6,47.0,47.774,49.0,OK
15801,61500.0,92.25,645,43.0,44.0,47.0,50.0,44.897,225.0,27700.0,162750.0,351275.0,60126.55,41.0,44.957,51.0,OK
15846,42300.0,63.45,289,7.0,9.0,11.0,11.0,9.115,50.0,18325.0,91300.0,91300.0,22114.25,6.0,9.02,12.0,OK
15919,700.0,1.05,33,43.0,44.0,44.0,45.0,43.909,0.0,150.0,150.0,1175.0,136.35,43.0,43.956,45.0,OK
15947,72600.0,108.9,401,3.0,4.0,4.0,5.0,3.716,1675.0,42750.0,42750.0,117125.0,31084.7,2.0,3.492,6.0,OK
15960,6100.0,9.15,77,20.0,21.0,22.0,24.0,21.623,0.0,400.0,3250.0,14650.0,2175.55,20.0,21.929,24.0,OK
15974,500.0,0.75,21,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,OK
16032,116900.0,175.35,882,9.0,10.0,12.0,12.95,10.618,375.0,16875.0,191650.0,308903.75,62962.35,8.0,10.537,13.0,OK
16088,67900.0,101.85,689,23.0,24.0,25.0,28.0,24.697,1850.0,16275.0,62125.0,268450.0,48232.45,21.0,24.515,31.0,OK
16113,600.0,0.9,29,19.0,19.0,20.0,20.0,19.448,0.0,0.0,550.0,550.0,246.4,19.0,19.436,20.0,OK
16167,11700.0,17.55,237,43.0,45.0,47.0,51.0,45.674,275.0,7475.0,27925.0,75650.0,14198.15,41.0,45.836,51.0,OK
16174,21900.0,32.85,253,17.0,18.0,18.0,19.0,17.633,1050.0,11775.0,11775.0,35450.0,7838.925,16.0,17.588,20.0,OK
16232,18500.0,27.75,153,47.0,48.0,49.0,49.0,48.267,0.0,1400.0,17050.0,17050.0,5578.55,47.0,48.169,50.0,OK
16250,5700.0,8.55,101,22.0,23.0,24.0,24.0,23.129,0.0,600.0,4500.0,4500.0,1103.1,22.0,23.448,25.0,OK
16304,16900.0,25.35,173,19.0,20.0,21.0,22.4,20.049,350.0,6300.0,18325.0,38385.0,6889.225,18.0,20.662,25.0,OK
16386,143600.0,215.4,1210,12.0,16.0,19.0,22.0,16.468,0.0,160850.0,459400.0,881450.0,199541.9,12.0,16.448,24.0,OK
16418,600.0,0.9,25,36.0,38.0,39.0,39.0,37.92,0.0,425.0,1075.0,1075.0,397.0,36.0,37.838,39.0,OK
16459,34500.0,51.75,382,11.0,13.0,14.0,15.0,12.832,0.0,16400.0,44050.0,78475.0,14136.2,11.0,13.052,18.0,OK
16504,7700.0,11.55,125,34.0,37.0,38.0,39.0,37.142,300.0,4525.0,11300.0,20225.0,5487.05,30.0,36.819,39.0,OK
16776,2400.0,3.6,65,24.0,24.0,25.0,25.0,24.369,0.0,0.0,1675.0,1675.0,618.075,24.0,24.481,25.0,OK
16806,20700.0,31.05,237,18.0,20.0,21.0,23.0,20.324,4250.0,19375.0,33625.0,76775.0,23992.0,16.0,19.758,24.0,OK
16871,7800.0,11.7,113,13.0,16.0,17.0,20.0,15.899,200.0,10000.0,17225.0,42825.0,9421.775,12.0,15.371,21.0,OK
16947,1700.0,2.55,53,12.0,14.0,17.0,18.0,14.462,0.0,1325.0,5850.0,7800.0,1914.05,12.0,14.737,19.0,OK
16954,5200.0,7.8,109,16.0,19.0,21.0,24.0,19.358,25.0,5625.0,16275.0,34150.0,7450.8,15.0,18.798,25.0,OK
16955,19900.0,29.85,277,22.0,25.0,25.0,26.0,24.404,2175.0,26100.0,26100.0,48575.0,19216.2,21.0,23.922,26.0,OK
16959,69300.0,103.95,780,21.0,23.0,24.0,25.0,23.201,0.0,31125.0,78025.0,151600.0,40551.9,21.0,23.08,25.0,OK
17108,27600.0,41.4,197,35.0,37.0,38.0,39.0,36.891,0.0,14700.0,38800.0,67400.0,13217.6,35.0,36.764,40.0,OK
17232,14500.0,21.75,141,44.0,45.0,47.0,49.0,45.459,0.0,4750.0,28575.0,58775.0,9466.225,44.0,45.399,50.0,OK
17308,700.0,1.05,33,45.0,46.0,46.0,47.0,45.879,0.0,325.0,325.0,1125.0,285.675,45.0,46.0,47.0,OK
17338,14000.0,21.0,153,43.0,45.0,46.0,48.0,44.986,0.0,9350.0,21300.0,51200.0,9223.65,43.0,44.802,49.0,OK
17347,723600.0,1085.4,1941,27.0,30.0,32.0,33.0,30.434,75050.0,685050.0,1889075.0,2605575.0,923153.25,12.0,29.532,36.0,OK
17348,3000.0,4.5,57,3.0,5.0,5.0,6.0,4.93,0.0,675.0,675.0,2925.0,640.0,3.0,5.215,6.0,OK
17375,9600.0,14.4,117,42.0,44.0,45.0,47.0,44.418,50.0,1600.0,9925.0,30700.0,5079.85,41.0,44.244,49.0,OK
17419,411400.0,617.1,1266,26.0,31.0,32.0,33.0,30.587,30775.0,583200.0,924800.0,1332250.0,483264.325,20.0,29.885,34.0,OK
17469,12400.0,18.6,153,43.0,44.0,44.0,45.0,44.02,125.0,975.0,975.0,14525.0,1246.0,42.0,43.986,45.0,OK
17491,1800.0,2.7,45,11.0,12.0,12.0,12.0,11.841,0.0,250.0,250.0,250.0,210.25,11.0,11.905,13.0,OK
17492,22400.0,33.6,186,3.0,7.0,7.0,9.0,6.314,1575.0,31575.0,31575.0,74475.0,22519.8,1.0,6.005,11.0,OK
17496,17000.0,25.5,257,5.0,7.0,8.0,10.0,7.167,500.0,11225.0,23975.0,58750.0,13354.25,1.0,7.13,11.0,OK
17529,800.0,1.2,33,6.6,7.0,7.0,7.0,7.0,30.0,50.0,50.0,50.0,50.0,6.0,6.959,7.0,OK
17550,195800.0,293.7,1377,-2.0,1.0,4.0,6.0,1.549,16100.0,248675.0,650575.0,1031425.0,312811.925,-6.0,1.24,9.0,OK
17566,1400.0,2.1,37,5.0,6.0,7.0,7.0,6.162,0.0,200.0,1750.0,1750.0,451.1,5.0,6.067,7.0,OK
17572,5500.0,8.25,89,23.0,27.0,28.0,30.0,26.73,0.0,8725.0,12900.0,24400.0,7867.75,23.0,26.317,30.0,OK
17617,2700.0,4.05,77,24.0,27.0,27.0,28.0,26.26,0.0,2450.0,2450.0,5400.0,1562.0,24.0,26.531,28.0,OK
18128,15200.0,22.8,129,46.0,50.0,51.0,52.0,49.276,550.0,12975.0,20650.0,33850.0,9246.4,44.0,49.988,52.0,OK
18305,16000.0,24.0,141,15.0,16.0,17.0,18.0,16.362,12800.0,23200.0,37075.0,53175.0,28222.75,11.0,15.03,19.0,OK
18338,7400.0,11.1,113,16.0,19.0,20.0,20.0,18.336,25.0,7500.0,12150.0,12150.0,4976.8,15.0,18.632,21.0,OK
18354,12500.0,18.75,153,13.0,16.0,17.0,18.0,15.464,0.0,12325.0,24325.0,38325.0,7983.4,13.0,15.343,18.0,OK
18376,10900.0,16.35,129,12.0,14.0,14.0,15.0,13.628,0.0,5850.0,5850.0,14575.0,3952.8,12.0,13.868,16.0,OK
18381,700.0,1.05,25,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,OK
18427,30400.0,45.6,281,11.0,14.0,14.0,16.0,13.708,0.0,9400.0,9400.0,60300.0,7604.2,11.0,14.224,17.0,OK
19734,9000.0,13.5,89,9.0,13.0,14.0,14.0,12.472,50.0,10350.0,18925.0,18925.0,7670.4,8.0,12.131,14.0,OK
19751,176700.0,265.05,1118,-3.0,1.0,2.0,4.0,1.172,3525.0,53625.0,138725.0,460325.0,68262.2,-6.0,1.602,6.0,OK
19760,6600.0,9.9,97,8.0,9.0,11.0,13.0,9.958,0.0,575.0,10850.0,24875.0,4790.2,8.0,9.824,14.0,OK
19804,21000.0,31.5,161,9.0,13.0,15.0,17.0,13.143,1875.0,43750.0,83100.0,127150.0,46445.55,7.0,11.478,17.0,OK
19825,22500.0,33.75,189,12.0,13.0,14.0,15.0,13.365,0.0,3925.0,23725.0,47925.0,11152.0,12.0,13.073,15.0,OK
19832,2500.0,3.75,61,19.0,19.0,19.0,20.0,19.164,0.0,0.0,0.0,2875.0,471.5,19.0,19.122,20.0,OK
20041,160900.0,241.35,1697,0.0,3.0,4.0,6.0,3.032,6050.0,122975.0,247400.0,555075.0,126956.6,-2.0,2.976,7.0,OK
20447,7900.0,11.85,113,3.0,6.0,6.0,7.0,5.673,25.0,4975.0,4975.0,13125.0,4002.175,2.0,5.592,7.0,OK
20497,2500.0,3.75,65,3.2,6.0,7.0,7.0,6.098,25.0,925.0,3600.0,3600.0,1187.15,3.0,5.917,7.0,OK
20513,9400.0,14.1,133,-8.0,3.0,3.0,4.0,0.24,0.0,25575.0,25575.0,33550.0,15400.0,-8.0,1.074,6.0,OK
20553,5200.0,7.8,89,4.0,5.0,5.0,5.0,4.565,50.0,2400.0,2400.0,2400.0,1377.75,3.0,4.628,6.0,OK
20609,12300.0,18.45,193,3.0,6.0,7.0,7.0,5.553,0.0,10075.0,21925.0,21925.0,7180.675,3.0,5.518,8.0,OK
20611,500.0,0.75,21,6.0,7.0,8.0,8.0,7.095,0.0,125.0,700.0,700.0,179.625,6.0,7.097,8.0,OK
20625,5600.0,8.4,85,3.0,4.0,7.0,10.0,5.235,0.0,2525.0,14975.0,32900.0,6801.75,3.0,5.071,10.0,OK
20628,41400.0,62.1,373,5.0,6.0,6.0,7.0,6.154,1750.0,8175.0,8175.0,42300.0,13430.25,2.0,6.128,8.0,OK
20631,700.0,1.05,25,4.2,5.0,6.0,6.0,5.348,35.0,175.0,1025.0,1025.0,470.8,4.0,5.0,6.0,OK
20676,7100.0,10.65,93,5.0,7.0,7.0,8.0,6.817,0.0,1150.0,1150.0,8550.0,985.3,5.0,6.967,8.0,OK
20740,127100.0,190.65,1201,4.0,6.0,7.0,8.0,6.195,425.0,43850.0,147725.0,280500.0,64105.625,3.0,6.028,9.0,OK
20766,3600.0,5.4,97,38.0,39.0,40.0,40.0,39.062,0.0,875.0,4075.0,4075.0,1073.4,38.0,39.155,40.0,OK
20784,6000.0,9.0,153,34.0,39.0,40.0,42.0,38.24,0.0,8625.0,12600.0,23875.0,6326.0,34.0,39.009,43.0,OK
20797,1400.0,2.1,53,37.0,38.0,38.0,38.0,37.667,50.0,875.0,875.0,875.0,600.275,36.0,37.578,38.0,OK
20832,800.0,1.2,29,33.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,OK
20859,900.0,1.35,29,2.0,2.0,3.0,3.0,2.448,0.0,0.0,850.0,850.0,380.8,2.0,2.333,3.0,OK
20869,97700.0,146.55,546,0.0,2.0,2.0,4.0,1.757,1400.0,58375.0,58375.0,244625.0,46613.8,-1.0,1.677,5.0,OK
20916,13900.0,20.85,205,-1.0,2.0,3.0,4.0,1.721,2150.0,22225.0,31750.0,46850.0,20020.9,-2.0,1.156,4.0,OK
20938,3700.0,5.55,69,12.0,14.0,15.0,16.0,14.058,0.0,1125.0,3300.0,7550.0,1251.15,12.0,14.35,16.0,OK
20948,700.0,1.05,29,3.0,3.0,3.0,4.0,3.103,0.0,0.0,0.0,1000.0,103.0,3.0,3.07,4.0,OK
20953,1900.0,2.85,61,1.0,1.0,2.0,2.0,1.262,0.0,0.0,2150.0,2150.0,563.3,1.0,1.196,2.0,OK
20964,1300.0,1.95,49,6.0,6.0,7.0,8.0,6.51,0.0,0.0,950.0,2700.0,484.5,6.0,6.597,8.0,OK
21012,2500.0,3.75,65,13.0,15.0,16.0,16.8,14.934,0.0,1675.0,3775.0,6375.0,1599.1,13.0,14.887,17.0,OK
21057,43900.0,65.85,385,1.0,2.0,2.0,3.0,1.733,3875.0,22625.0,22625.0,65750.0,17618.75,-1.0,1.653,4.0,OK
21109,25200.0,37.8,237,29.0,31.0,31.0,32.0,30.772,50.0,17350.0,17350.0,42575.0,13764.7,28.0,30.499,33.0,OK
21121,1000.0,1.5,29,15.0,16.0,16.0,17.0,15.759,0.0,450.0,450.0,1650.0,341.55,15.0,15.8,17.0,OK
21129,1200.0,1.8,37,41.0,43.0,44.0,46.0,43.083,0.0,625.0,1500.0,4325.0,697.625,41.0,43.433,47.0,OK
21143,5700.0,8.55,133,32.0,32.0,33.0,34.0,32.477,75.0,75.0,4450.0,10975.0,2161.875,31.0,32.512,34.0,OK
21162,64700.0,97.05,656,30.0,33.0,33.0,34.0,32.738,10875.0,74300.0,74300.0,137050.0,65228.25,28.0,32.124,35.0,OK
21168,3000.0,4.5,69,30.0,31.0,32.0,32.0,31.261,0.0,350.0,2250.0,2250.0,845.9,30.0,31.419,32.0,OK
21173,24400.0,36.6,285,41.0,45.0,46.0,46.0,44.247,75.0,22000.0,44900.0,44900.0,13472.275,40.0,44.416,47.0,OK
21281,6000.0,9.0,117,38.0,40.0,40.0,40.0,39.384,50.0,3900.0,3900.0,3900.0,2129.0,37.0,39.495,41.0,OK
21356,4500.0,6.75,89,39.0,40.0,41.0,42.0,40.36,0.0,1100.0,5175.0,9925.0,2567.0,39.0,40.236,42.0,OK
21417,4800.0,7.2,85,0.0,2.0,3.0,3.0,1.659,0.0,3250.0,6850.0,6850.0,2610.625,0.0,1.834,3.0,OK
21441,600.0,0.9,25,1.0,1.0,1.0,2.0,1.12,0.0,0.0,0.0,850.0,102.0,1.0,1.081,2.0,OK
21455,298200.0,447.3,2885,0.0,2.0,4.0,6.0,2.709,2825.0,99300.0,552925.0,1169700.0,233602.325,-5.0,2.521,9.0,OK
21846,477400.0,716.1,2688,0.0,2.0,3.0,6.0,2.428,18150.0,355900.0,693250.0,2082900.0,500285.8,-12.0,1.927,8.0,OK
22058,1500.0,2.25,37,33.0,34.0,35.0,35.0,34.378,0.0,150.0,1375.0,1375.0,613.05,33.0,34.304,35.0,OK
22183,2400.0,3.6,49,29.0,32.0,32.0,33.0,31.298,50.0,2800.0,2800.0,5400.0,1641.7,28.0,31.215,33.0,OK
22233,6600.0,9.9,97,27.0,30.0,32.0,33.0,30.082,0.0,8875.0,21075.0,28375.0,9321.9,27.0,29.374,33.0,OK
22422,252400.0,378.6,1742,22.0,24.0,25.0,30.0,24.443,41175.0,288675.0,507900.0,1720375.0,385791.675,16.0,23.738,32.0,OK
22435,53600.0,80.4,583,22.0,27.0,29.0,31.0,26.605,0.0,93300.0,174175.0,283275.0,80956.25,22.0,26.343,31.0,OK
22490,1100.0,1.65,41,25.0,26.0,26.0,27.0,25.976,0.0,250.0,250.0,1750.0,244.0,25.0,25.923,27.0,OK
22510,74900.0,112.35,676,23.0,28.0,30.0,32.0,27.716,1700.0,136550.0,253000.0,408550.0,122861.2,9.0,27.093,33.0,OK
22853,3800.0,5.7,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK
22888,68800.0,103.2,445,-5.8,0.0,1.0,1.0,0.086,9565.0,49650.0,87600.0,87600.0,52913.7,-13.0,-0.082,3.0,OK
22906,12000.0,18.0,213,31.0,34.0,35.0,36.0,33.798,100.0,9650.0,20325.0,34050.0,8564.25,30.0,33.697,37.0,OK
22912,282700.0,424.05,1184,-3.0,2.0,3.0,4.0,1.397,41425.0,417100.0,624500.0,883925.0,328428.85,-9.0,1.107,10.0,OK
22922,6800.0,10.2,101,35.0,37.0,37.0,38.0,36.364,50.0,4775.0,4775.0,12600.0,2501.3,34.0,36.44,38.0,OK
22934,7800.0,11.7,133,-2.0,0.0,0.0,0.0,-0.516,150.0,4100.0,4100.0,4100.0,2435.9,-3.0,-0.425,1.0,OK
22940,1100.0,1.65,41,35.0,36.0,36.0,36.0,35.829,0.0,150.0,150.0,150.0,124.35,35.0,35.908,36.0,OK
22965,10000.0,15.0,141,-4.0,1.0,1.0,1.0,0.267,175.0,8775.0,8775.0,8775.0,4816.8,-6.0,0.259,2.0,OK
22985,6300.0,9.45,81,36.0,37.0,38.0,39.0,37.432,0.0,1850.0,5825.0,12000.0,3567.2,36.0,37.362,39.0,OK
22987,103900.0,155.85,502,-1.0,2.0,3.0,4.0,2.029,5100.0,82150.0,152125.0,254625.0,84179.275,-2.0,1.691,5.0,OK
23008,11400.0,17.1,185,30.0,31.0,33.0,33.0,31.612,100.0,2825.0,17275.0,17275.0,6129.8,29.0,31.774,34.0,OK
23136,21500.0,32.25,233,19.0,21.0,21.0,21.0,20.614,1000.0,15400.0,15400.0,15400.0,11105.75,17.0,20.408,23.0,OK
23257,1400.0,2.1,37,20.0,21.0,21.0,21.0,20.514,0.0,975.0,975.0,975.0,501.15,20.0,20.48,21.0,OK
23541,527700.0,791.55,2474,15.0,19.0,22.0,23.0,18.903,5000.0,703000.0,1707400.0,2248775.0,680270.475,13.0,18.98,25.0,OK
24900,6300.0,9.45,121,31.0,33.0,34.0,36.0,33.15,50.0,1650.0,5200.0,16700.0,2182.5,30.0,33.891,37.0,OK
